nome;concretezza;animatezza;verbi_sintetici;verbi_analitici;vsin_num;vsupp_num;vsin_bin;vsupp_bin
pianura;concreto;non_animato;;;0;0;no;no
piatto;concreto;non_animato;impiattare;;1;0;yes;no
piazza;concreto;non_animato;piazzare, spiazzare, spiazzare;fare piazza;3;1;yes;yes
piede;concreto;non_animato;appiedare;andare a piede, essere a piede, mettere in piede, mettere piede, prendere piede;1;5;yes;yes
pietŕ;astratto;non_animato;;avere pietŕ;0;1;no;yes
pietra;concreto;non_animato;impietrire;;1;0;yes;no
pioggia;concreto;non_animato;;;0;0;no;no
pittore;concreto;umano;;fare il pittore;0;1;no;yes
poesia;astratto;non_animato;;fare poesia;0;1;no;yes
poeta;concreto;umano;poetare;essere poeta, fare il poeta;1;2;yes;yes
politica;astratto;non_animato;;fare politica;0;1;no;yes
politico;astratto;non_animato;;essere politico, fare il politico;0;2;no;yes
polizia;astratto;non_animato;;;0;0;no;no
poliziotto;concreto;umano;;fare da poliziotto, fare il poliziotto;0;2;no;yes
poltrona;concreto;non_animato;;;0;0;no;no
polvere;concreto;non_animato;impolverare, spolverare, spolverare, polverizzare;prendere polvere;4;1;yes;yes
pomeriggio;astratto;non_animato;;;0;0;no;no
pomodoro;concreto;non_animato;;;0;0;no;no
ponte;concreto;non_animato;;fare da ponte;0;1;no;yes
popolo;concreto;non_animato;popolare, impopolare, spopolare, spopolare;;4;0;yes;no
porta;concreto;non_animato;;;0;0;no;no
porto;concreto;non_animato;;andare in porto, mandare in porto;0;2;no;yes
posizione;astratto;non_animato;posizionare;avere la posizione, mettere in posizione, prendere una/la posizione, prendere posizione;1;4;yes;yes
possibile;astratto;non_animato;;;0;0;no;no
possibilitŕ;astratto;non_animato;;avere (la) possibilitŕ, dare (una/la) possibilitŕ;0;2;no;yes
posta;concreto;non_animato;postare, impostare, posteggiare;;3;0;yes;no
posto;concreto;non_animato;postare, impostare, posteggiare;avere posto, dare posto, fare posto, mettere a posto, prendere il posto, prendere posto;3;6;yes;yes
potenza;astratto;non_animato;potenziare;;1;0;yes;no
potere;astratto;non_animato;;avere potere, dare potere, essere in potere, prendere il potere;0;4;no;yes
povero;astratto;non_animato;;fare il povero;0;1;no;yes
pozzo;concreto;non_animato;;;0;0;no;no
pranzo;astratto;non_animato;pranzare;andare a pranzo, essere a pranzo;1;2;yes;yes
pratica;astratto;non_animato;praticare, impratichire;fare pratica, fare una pratica, mettere in pratica;2;3;yes;yes
prato;concreto;non_animato;;;0;0;no;no
precedente;concreto;non_animato;;;0;0;no;no
premio;concreto;non_animato;premiare;andare in premio, avere in premio, dare in premio, dare un premio;1;4;yes;yes
preoccupazione;astratto;non_animato;;avere la preoccupazione;0;1;no;yes
presente;astratto;non_animato;;avere presente, fare presente;0;2;no;yes
presenza;astratto;non_animato;presenziare;fare una presenza;1;1;yes;yes
presidente;concreto;umano;;essere presidente, fare il presidente;0;2;no;yes
pressione;astratto;non_animato;;avere la pressione, essere sotto pressione, fare (una) pressione, mettere in pressione, mettere pressione, mettere sotto pressione;0;6;no;yes
prestito;astratto;non_animato;;andare in prestito, avere in prestito, dare in prestito, essere in prestito, fare un prestito, mandare in prestito, prendere a prestito, prendere in prestito;0;8;no;yes
prete;concreto;umano;pretare, spretare;essere prete, fare il prete;2;2;yes;yes
prezioso;concreto;non_animato;;;0;0;no;no
prezzo;astratto;non_animato;prezzare, sprezzare;avere un/il prezzo, dare un/il prezzo, fare il prezzo, mettere un prezzo;2;4;yes;yes
prigione;concreto;non_animato;imprigionare, sprigionare;andare in prigione, essere in prigione, mandare in prigione, mettere in prigione;2;4;yes;yes
prigioniero;concreto;umano;;essere prigioniero, fare prigioniero, prendere prigioniero;0;3;no;yes
primavera;astratto;non_animato;;;0;0;no;no
principe;concreto;umano;principare;fare il principe;1;1;yes;yes
principessa;concreto;umano;;;0;0;no;no
principio;astratto;non_animato;principiare;;1;0;yes;no
privato;astratto;non_animato;;;0;0;no;no
problema;astratto;non_animato;;;0;0;no;no
processo;astratto;non_animato;processare, processare;andare a processo, essere sotto processo, fare il processo, fare un processo, mettere sotto processo;2;5;yes;yes
prodotto;concreto;non_animato;;;0;0;no;no
produzione;astratto;non_animato;;andare in produzione, fare una produzione, mandare in produzione, mettere in produzione;0;4;no;yes
professione;astratto;non_animato;;fare una professione;0;1;no;yes
professore;concreto;umano;;fare il professore;0;1;no;yes
profumo;concreto;non_animato;profumare;avere il profumo;1;1;yes;yes
progetto;astratto;non_animato;progettare;avere un/il progetto, avere in progetto, essere in progetto, fare il progetto;1;4;yes;yes
programma;astratto;non_animato;programmare;avere un/il programma, avere in programma, essere in programma, fare il programma, mettere in programma;1;5;yes;yes
promessa;astratto;non_animato;;fare una/la promessa;0;1;no;yes
proposito;astratto;non_animato;spropositare;avere il proposito;1;1;yes;yes
proposta;astratto;non_animato;;fare la proposta, fare una proposta;0;2;no;yes
prossimo;astratto;non_animato;;;0;0;no;no
prova;astratto;non_animato;;andare in prova, avere in prova, dare una/la prova, dare prova, fare una/la prova, mettere a prova, mettere in prova, prendere in prova;0;8;no;yes
provincia;concreto;non_animato;;;0;0;no;no
pugno;concreto;non_animato;impugnare;avere in pugno, dare un/il pugno, fare a pugno, prendere a pugno, prendere in pugno;1;5;yes;yes
punta;concreto;non_animato;puntare, appuntare, appuntire, impuntare, spuntare, spuntare, spuntare, spuntare;;8;0;yes;no
punto;concreto;non_animato;puntare, appuntare, punteggiare;fare il punto, fare punto, mettere a punto, mettere un/il punto;3;4;yes;yes
quadro;concreto;non_animato;quadrare, inquadrare, squadrare, squadrare;;4;0;yes;no
qualitŕ;astratto;non_animato;;avere (la) qualitŕ;0;1;no;yes
quantitŕ;astratto;non_animato;;;0;0;no;no
quartiere;concreto;non_animato;acquartierare;;1;0;yes;no
questione;astratto;non_animato;questionare;essere in questione, mettere in questione, prendere in questione;1;3;yes;yes
rabbia;astratto;non_animato;arrabbiare;;1;0;yes;no
radio;concreto;non_animato;radiare, radiare, irradiare, irradiare;andare in radio, mandare in radio;4;2;yes;yes
ragazza;concreto;non_animato;;fare la ragazza;0;1;no;yes
ragazzo;concreto;non_animato;;;0;0;no;no
raggio;concreto;non_animato;raggiare, irraggiare;;2;0;yes;no
ragione;astratto;non_animato;ragionare, sragionare;avere ragione, dare ragione;2;2;yes;yes
ramo;concreto;non_animato;ramare, ramificare;;2;0;yes;no
rancore;astratto;non_animato;;;0;0;no;no
rapido;astratto;non_animato;;;0;0;no;no
rapporto;astratto;non_animato;;avere un rapporto, fare (il) rapporto, mettere in rapporto;0;3;no;yes
rappresentante;astratto;non_animato;;essere rappresentante, fare il rappresentante;0;2;no;yes
razza;astratto;non_animato;;;0;0;no;no
re;concreto;umano;;essere re, fare il re;0;2;no;yes
realtŕ;astratto;non_animato;;;0;0;no;no
regalo;concreto;non_animato;;avere in regalo, dare in regalo, fare un/il regalo;0;3;no;yes
regina;concreto;umano;;essere regina;0;1;no;yes
regno;astratto;non_animato;regnare;;1;0;yes;no
regola;astratto;non_animato;sregolare, regolare;dare una regola, mettere in regola;2;2;yes;yes
relazione;astratto;non_animato;relazionare;essere in relazione, fare una relazione, mettere in relazione;1;3;yes;yes
repubblica;astratto;non_animato;;;0;0;no;no
resistenza;astratto;non_animato;;fare resistenza;0;1;no;yes
responsabile;astratto;non_animato;;essere responsabile;0;1;no;yes
responsabilitŕ;astratto;non_animato;;avere (la/una) responsabilitŕ, dare la responsabilitŕ, prendere la responsabilitŕ;0;3;no;yes
resto;astratto;non_animato;;;0;0;no;no
ricco;astratto;non_animato;;;0;0;no;no
ricerca;astratto;non_animato;;essere in ricerca, fare ricerca, fare una ricerca;0;3;no;yes
ricordo;astratto;non_animato;;avere un/il ricordo;0;1;no;yes
riflesso;astratto;non_animato;;;0;0;no;no
riguardo;astratto;non_animato;;avere riguardo, fare riguardo;0;2;no;yes
riposo;astratto;non_animato;;andare a riposo, dare riposo, essere a riposo, mettere a riposo;0;4;no;yes
rischio;astratto;non_animato;rischiare, arrischiare;avere il rischio, essere a rischio, mettere a rischio;2;3;yes;yes
riserva;astratto;non_animato;;andare in riserva, fare da riserva, mettere in riserva;0;3;no;yes
rispetto;astratto;non_animato;rispettare;avere (il) rispetto, fare rispetto;1;2;yes;yes
risposta;astratto;non_animato;;avere risposta, dare (una/la) risposta;0;2;no;yes
ristorante;concreto;non_animato;;;0;0;no;no
risultato;astratto;non_animato;;avere il risultato, dare il risultato, dare un risultato, essere risultato, fare risultato;0;5;no;yes
ritardo;astratto;non_animato;;avere un ritardo, essere in ritardo;0;2;no;yes
ritorno;astratto;non_animato;;essere di ritorno, fare ritorno;0;2;no;yes
ritratto;concreto;non_animato;;;0;0;no;no
riunione;concreto;non_animato;;fare una riunione;0;1;no;yes
riva;concreto;non_animato;arrivare;;1;0;yes;no
rivoluzione;astratto;non_animato;rivoluzionare;fare una rivoluzione;1;1;yes;yes
roba;concreto;non_animato;;;0;0;no;no
romano;concreto;non_animato;;;0;0;no;no
rosa;concreto;non_animato;;;0;0;no;no
rosso;concreto;non_animato;;andare in rosso, essere in rosso;0;2;no;yes
rumore;astratto;non_animato;rumoreggiare;fare il rumore, fare (un) rumore;1;2;yes;yes
ruota;concreto;non_animato;ruotare, rotare;;2;0;yes;no
russo;concreto;non_animato;;;0;0;no;no
sabbia;concreto;non_animato;sabbiare, insabbiare;;2;0;yes;no
sacco;concreto;non_animato;insaccare, saccheggiare;;2;0;yes;no
sacrificio;astratto;non_animato;;fare un/il sacrificio;0;1;no;yes
sala;concreto;non_animato;;;0;0;no;no
sale;concreto;non_animato;salare, salificare;;2;0;yes;no
salto;astratto;non_animato;;fare un/il salto;0;1;no;yes
salute;astratto;non_animato;;essere in salute;0;1;no;yes
saluto;astratto;non_animato;;dare il/un saluto, fare un/il saluto;0;2;no;yes
sangue;concreto;non_animato;sanguinare, insanguinare;;2;0;yes;no
santo;concreto;non_animato;;fare il santo;0;1;no;yes
sapore;astratto;non_animato;saporire, assaporare, insaporire;avere un/il sapore, dare (un/il) sapore;3;2;yes;yes
sasso;concreto;non_animato;;;0;0;no;no
scala;concreto;non_animato;scalare;;1;0;yes;no
scambio;astratto;non_animato;;fare un/il scambio;0;1;no;yes
scarpa;concreto;non_animato;;;0;0;no;no
scatola;concreto;non_animato;scatolare, inscatolare;;2;0;yes;no
scelta;astratto;non_animato;;avere (la) scelta, dare la scelta, fare una/la scelta;0;3;no;yes
scemo;astratto;non_animato;;fare il scemo;0;1;no;yes
scena;concreto;non_animato;inscenare, sceneggiare;andare di scena, andare in scena, essere in scena, fare scena, fare una scena, mandare in scena, mettere in scena;2;7;yes;yes
scherzo;astratto;non_animato;;fare un/il scherzo;0;1;no;yes
schiena;concreto;non_animato;schienare;dare la schiena;1;1;yes;yes
schifo;astratto;non_animato;schifare;essere un schifo, fare schifo;1;2;yes;yes
scienza;astratto;non_animato;;fare scienza;0;1;no;yes
sciocchezza;astratto;non_animato;;;0;0;no;no
sconosciuto;astratto;non_animato;;;0;0;no;no
scopo;astratto;non_animato;;avere (un/il) scopo, dare un scopo;0;2;no;yes
scritta;concreto;non_animato;;;0;0;no;no
scuola;concreto;non_animato;;andare a scuola, fare scuola, fare una scuola;0;3;no;yes
scusa;astratto;non_animato;;dare la scusa, fare la scusa;0;2;no;yes
secolo;astratto;non_animato;;;0;0;no;no
sede;astratto;non_animato;;avere (la) sede, essere sede;0;2;no;yes
sedia;concreto;non_animato;;;0;0;no;no
sega;concreto;non_animato;;fare una/la sega;0;1;no;yes
segno;concreto;non_animato;segnare, assegnare, insegnare, significare;andare a segno, dare un/il segno, essere segno, fare un/il segno, mandare a segno, mettere a segno, mettere un segno;4;7;yes;yes
segreto;astratto;non_animato;;;0;0;no;no
seguito;astratto;non_animato;;avere seguito, dare (un) seguito;0;2;no;yes
sensazione;astratto;non_animato;;avere una/la sensazione, dare una/la sensazione, fare sensazione;0;3;no;yes
senso;astratto;non_animato;;avere (un/il) senso, dare (un/il) senso;0;2;no;yes
sentimento;astratto;non_animato;;;0;0;no;no
sera;astratto;non_animato;;;0;0;no;no
serie;astratto;non_animato;;mettere in serie;0;1;no;yes
servizio;astratto;non_animato;;essere a servizio, fare il servizio, mettere a servizio, mettere in servizio, prendere a servizio, prendere in servizio, prendere servizio;0;7;no;yes
servo;concreto;umano;servire, asservire;fare da servo, fare il servo;2;2;yes;yes
sete;astratto;non_animato;assetare;;1;0;yes;no
settimana;astratto;non_animato;;;0;0;no;no
sezione;astratto;non_animato;sezionare;;1;0;yes;no
sforzo;astratto;non_animato;;fare un/il sforzo, mettere sotto sforzo;0;2;no;yes
sguardo;astratto;non_animato;;avere il sguardo, dare un sguardo, fare il sguardo;0;3;no;yes
sicurezza;astratto;non_animato;;avere la sicurezza, dare (la) sicurezza, dare una sicurezza, mettere in sicurezza;0;4;no;yes
sigaretta;concreto;non_animato;;;0;0;no;no
signora;concreto;non_animato;;;0;0;no;no
signore;concreto;umano;signoreggiare;essere signore, fare il signore;1;2;yes;yes
silenzio;astratto;non_animato;silenziare;fare silenzio, mettere sotto silenzio;1;2;yes;yes
simpatia;astratto;non_animato;simpatizzare;avere in simpatia, avere la simpatia, avere (una) simpatia, prendere in simpatia;1;4;yes;yes
sindaco;concreto;umano;sindacare;essere sindaco, fare il sindaco;1;2;yes;yes
sinistra;astratto;non_animato;;;0;0;no;no
sistema;astratto;non_animato;sistemare;fare sistema, mettere a sistema;1;2;yes;yes
situazione;astratto;non_animato;;;0;0;no;no
socialista;concreto;umano;;;0;0;no;no
societŕ;astratto;non_animato;;fare societŕ, fare una societŕ, mettere in societŕ;0;3;no;yes
soddisfazione;astratto;non_animato;;avere (la) soddisfazione, dare (una/la) soddisfazione;0;2;no;yes
sofferenza;astratto;non_animato;;essere in sofferenza;0;1;no;yes
soggetto;concreto;non_animato;assoggettare;;1;0;yes;no
sogno;astratto;non_animato;sognare;avere un/il sogno, fare un/il sogno;1;2;yes;yes
soldato;concreto;umano;;fare il soldato;0;1;no;yes
soldo;concreto;non_animato;assoldare;fare il soldo;1;1;yes;yes
sole;concreto;non_animato;soleggiare;prendere il sole;1;1;yes;yes
solido;concreto;non_animato;;;0;0;no;no
solitudine;astratto;non_animato;;;0;0;no;no
soluzione;astratto;non_animato;;dare (una/la) soluzione;0;1;no;yes
somma;astratto;non_animato;sommare, assommare;;2;0;yes;no
sonno;astratto;non_animato;assonnare;avere un sonno, prendere sonno;1;2;yes;yes
sorella;concreto;umano;;essere sorella;0;1;no;yes
sorpresa;astratto;non_animato;;fare una sorpresa;0;1;no;yes
sorriso;concreto;non_animato;;avere un sorriso, dare un sorriso, fare un sorriso;0;3;no;yes
sorte;astratto;non_animato;sortire, assortire, assortire, sorteggiare;avere in sorte;4;1;yes;yes
sospetto;astratto;non_animato;insospettire;avere il/un sospetto;1;1;yes;yes
sostanza;astratto;non_animato;sostanziare;dare sostanza;1;1;yes;yes
spada;concreto;non_animato;;;0;0;no;no
spalla;concreto;non_animato;spalleggiare;dare la spalla, fare da spalla, fare la spalla;1;3;yes;yes
spazio;astratto;non_animato;spaziare;avere spazio, dare (un) spazio, fare spazio;1;3;yes;yes
specchio;concreto;non_animato;specchiare;fare da specchio;1;1;yes;yes
specie;astratto;non_animato;specificare;;1;0;yes;no
speranza;astratto;non_animato;;avere (una/la) speranza, dare (una/la) speranza;0;2;no;yes
spesa;astratto;non_animato;spesare;fare (la) spesa, fare una spesa;1;2;yes;yes
spettacolo;astratto;non_animato;;dare (un) spettacolo, fare (il) spettacolo;0;2;no;yes
spia;concreto;umano;;fare da spia, fare la spia;0;2;no;yes
spiaggia;concreto;non_animato;spiaggiare;;1;0;yes;no
spiegazione;astratto;non_animato;;avere una spiegazione, dare (una/la) spiegazione;0;2;no;yes
spirito;astratto;non_animato;;;0;0;no;no
sporco;astratto;non_animato;;;0;0;no;no
sport;astratto;non_animato;;fare sport;0;1;no;yes
sportivo;astratto;non_animato;;;0;0;no;no
sposa;concreto;umano;sposare;andare sposa;1;1;yes;yes
squadra;astratto;non_animato;;fare squadra;0;1;no;yes
stagione;astratto;non_animato;stagionare;;1;0;yes;no
stalla;concreto;non_animato;stallare;;1;0;yes;no
stampa;astratto;non_animato;;andare in stampa, essere in stampa, mandare in stampa;0;3;no;yes
stanza;concreto;non_animato;stanziare;;1;0;yes;no
stato;astratto;non_animato;;;0;0;no;no
statua;concreto;non_animato;;;0;0;no;no
stazione;concreto;non_animato;stazionare;;1;0;yes;no
stella;concreto;non_animato;stellare, stellare;dare una stella;2;1;yes;yes
stoffa;concreto;non_animato;;avere la stoffa;0;1;no;yes
stomaco;concreto;non_animato;stomacare;;1;0;yes;no
storia;astratto;non_animato;;fare storia;0;1;no;yes
storico;concreto;umano;;essere storico, fare il storico, fare la storico;0;3;no;yes
strada;concreto;non_animato;;fare strada, mettere su strada, prendere (la/una) strada;0;3;no;yes
straniero;concreto;non_animato;instradare;;1;0;yes;no
straordinario;concreto;non_animato;;;0;0;no;no
studente;concreto;umano;;essere studente;0;1;no;yes
studio;astratto;non_animato;studiare;;1;0;yes;no
stupido;astratto;non_animato;;fare il stupido;0;1;no;yes
successo;astratto;non_animato;;avere (un/il) successo, essere di successo, fare (un) successo;0;3;no;yes
sud;astratto;non_animato;;;0;0;no;no
sufficiente;astratto;non_animato;;;0;0;no;no
suono;concreto;non_animato;;avere (il/un) suono, fare un suono;0;2;no;yes
superficie;astratto;non_animato;;venire in superficie;0;1;no;yes
superiore;astratto;non_animato;;;0;0;no;no
sviluppo;astratto;non_animato;;essere in sviluppo, mettere in sviluppo;0;2;no;yes
svizzero;astratto;non_animato;;;0;0;no;no
tabacco;concreto;non_animato;tabaccare;;1;0;yes;no
tasca;concreto;non_animato;intascare;mettere in tasca;1;1;yes;yes
tassa;astratto;non_animato;tassare;mettere una tassa;1;1;yes;yes
tavola;concreto;non_animato;tavolare, intavolare;essere a tavola;2;1;yes;yes
tavolo;concreto;non_animato;;;0;0;no;no
teatro;concreto;non_animato;;andare a teatro, fare teatro;0;2;no;yes
tecnico;concreto;non_animato;;;0;0;no;no
tedesco;concreto;non_animato;;;0;0;no;no
telefono;concreto;non_animato;telefonare;;1;0;yes;no
temperatura;astratto;non_animato;;avere la temperatura;0;1;no;yes
tempo;astratto;non_animato;temporeggiare;avere tempo, dare tempo, essere in tempo, prendere tempo;1;4;yes;yes
tenente;concreto;umano;;fare il tenente;0;1;no;yes
tenerezza;astratto;non_animato;;;0;0;no;no
tentativo;astratto;non_animato;;fare (il/un) tentativo;0;1;no;yes
termine;astratto;non_animato;terminare, sterminare, sterminare;andare a termine, avere (il) termine, mettere un termine;3;3;yes;yes
terra;concreto;non_animato;atterrare, interrare, sterrare;;3;0;yes;no
terreno;concreto;non_animato;;;0;0;no;no
tesoro;concreto;non_animato;;fare tesoro;0;1;no;yes
testa;concreto;non_animato;intestare;andare in testa, avere in testa, essere in testa, mettere in testa;1;4;yes;yes
tetto;concreto;non_animato;;;0;0;no;no
timore;astratto;non_animato;intimorire;avere (il/un) timore;1;1;yes;yes
tipo;astratto;non_animato;tipizzare;;1;0;yes;no
titolo;astratto;non_animato;titolare, intitolare;avere (il) titolo, dare il titolo, mettere il titolo, prendere il titolo;2;4;yes;yes
tomba;concreto;non_animato;;;0;0;no;no
tono;astratto;non_animato;intonare, stonare, tonificare;avere il tono, dare il tono;3;2;yes;yes
torre;concreto;non_animato;torreggiare;fare da torre;1;1;yes;yes
torto;astratto;non_animato;;avere (il) torto, dare torto, essere in torto, fare torto;0;4;no;yes
tramonto;concreto;non_animato;;;0;0;no;no
tratto;astratto;non_animato;tratteggiare;;1;0;yes;no
treno;concreto;non_animato;;;0;0;no;no
tronco;concreto;non_animato;troncare, stroncare;;2;0;yes;no
trucco;concreto;non_animato;truccare, struccare;;2;0;yes;no
truppa;concreto;non_animato;;;0;0;no;no
uccello;concreto;animato;uccellare;;1;0;yes;no
ufficiale;concreto;umano;;;0;0;no;no
ufficio;concreto;non_animato;ufficiare;;1;0;yes;no
uguale;concreto;non_animato;;;0;0;no;no
umanitŕ;astratto;non_animato;;;0;0;no;no
umano;astratto;non_animato;;;0;0;no;no
unghia;concreto;non_animato;;;0;0;no;no
universitŕ;concreto;non_animato;;;0;0;no;no
uomo;concreto;umano;;essere uomo, fare il uomo;0;2;no;yes
uovo;concreto;non_animato;;;0;0;no;no
uso;astratto;non_animato;usare, adusare;dare in uso, essere in uso, fare un uso, fare uso, mettere in uso, venire in uso;2;6;yes;yes
vacanza;astratto;non_animato;;andare in vacanza, fare una vacanza, mandare in vacanza;0;3;no;yes
valigia;concreto;non_animato;svaligiare;mettere in valigia;1;1;yes;yes
valle;concreto;non_animato;;;0;0;no;no
valore;astratto;non_animato;avvalorare, valorizzare;avere (un/il) valore, dare (un) valore, mettere a valore, mettere in valore;2;4;yes;yes
vantaggio;astratto;non_animato;;andare a vantaggio, andare in vantaggio, avere il vantaggio, dare (il/un) vantaggio, essere a vantaggio, essere in vantaggio;0;6;no;yes
vaso;concreto;non_animato;invasare, svasare, svasare, svasare;;4;0;yes;no
vecchio;concreto;non_animato;;;0;0;no;no
vendetta;astratto;non_animato;;avere vendetta, fare vendetta;0;2;no;yes
vento;concreto;non_animato;ventilare, avventare, avventare, sventare, sventare;;5;0;yes;no
verde;concreto;non_animato;;;0;0;no;no
vergogna;astratto;non_animato;vergognarsi, svergognare, vergognare;essere una vergogna;3;1;yes;yes
veritŕ;astratto;non_animato;;;0;0;no;no
vero;astratto;non_animato;;;0;0;no;no
vestito;concreto;non_animato;;;0;0;no;no
vetro;concreto;non_animato;vetrificare;;1;0;yes;no
via;concreto;non_animato;avviare, inviare;dare il via, prendere il via, prendere la via;2;3;yes;yes
viaggio;astratto;non_animato;viaggiare;essere in viaggio, fare un/il viaggio, mettere in viaggio;1;3;yes;yes
vicenda;astratto;non_animato;avvicendare;;1;0;yes;no
vicino;astratto;non_animato;;;0;0;no;no
vigliacco;astratto;non_animato;;;0;0;no;no
villa;concreto;non_animato;villeggiare;;1;0;yes;no
vino;concreto;non_animato;svinare, vinificare;;2;0;yes;no
violenza;astratto;non_animato;;fare violenza;0;1;no;yes
visita;astratto;non_animato;;andare in visita, essere in visita, fare (una) visita;0;3;no;yes
viso;concreto;non_animato;avvisare, svisare;;2;0;yes;no
vista;astratto;non_animato;avvistare;avere in vista, essere in vista, mettere in vista;1;3;yes;yes
vita;astratto;non_animato;;avere vita, dare vita, essere in vita, fare (una) vita, mettere in vita, prendere vita;0;6;no;yes
vittima;astratto;non_animato;vittimizzare;essere vittima, fare la vittima;1;2;yes;yes
vittoria;astratto;non_animato;;;0;0;no;no
voce;astratto;non_animato;vociare;avere voce, dare voce;1;2;yes;yes
voglia;astratto;non_animato;invogliare;avere (la/una) voglia, avere voglia;1;2;yes;yes
volo;astratto;non_animato;;essere in volo, fare un volo, prendere il volo;0;3;no;yes
volontŕ;astratto;non_animato;;avere (la/una) volontŕ;0;1;no;yes
volta;astratto;non_animato;volteggiare;;1;0;yes;no
volto;concreto;non_animato;;dare volto;0;1;no;yes
voto;astratto;non_animato;votare;dare il voto, fare (un/il) voto;1;2;yes;yes
vuoto;astratto;non_animato;;;0;0;no;no
zia;astratto;non_animato;;;0;0;no;no
zio;concreto;umano;;;0;0;no;no
