Var1;Var2;nome;added;sinonimia;Column1;Column2;Unnamed: 7;similarity_w2v;freq_Var1_w2v;freq_Var2_w2v;freq_Var1_ft;freq_Var2_ft
fare parte;appartare;parte;;;fare;;;-0.017731573432683945;42281;385;42297;385
fare parte;parteggiare;parte;;;fare;;;0.19721627235412598;42281;434;42297;434
prendere parte;impartire;parte;;;prendere;;;0.2528296411037445;12875;1778;12878;1778
prendere parte;spartire;parte;;;prendere;;;0.15113601088523865;12875;1272;12878;1272
prendere parte;spartire;parte;;;prendere;;;0.15113601088523865;12875;1272;12878;1272
prendere parte;partire;parte;;;prendere;;;0.2598613202571869;12875;87597;12878;87597
prendere parte;appartare;parte;;;prendere;;;0.06177305802702904;12875;385;12878;385
prendere parte;parteggiare;parte;;y;prendere;s;;0.3135022819042206;12875;434;12878;434
fare il passo;passare;passo;;;fare;;;0.29759591817855835;80;105895;82;105895
fare il passo;passeggiare;passo;;;fare;;;0.3116703927516937;80;1292;82;1292
avere paura;impaurire;paura;;;avere;;;0.583683967590332;3158;743;3172;743
avere paura;spaurire;paura;;;avere;;;;3158;0;3172;17
avere paura;spaurire;paura;;;avere;;;;3158;0;3172;17
fare il patto;patteggiare;patto;;y;fare;s;;;0;301;6;301
fare un patto;patteggiare;patto;;y;fare;s;;0.42448943853378296;153;301;154;301
avere una paura;impaurire;paura;;;avere;;;0.4906380772590637;37;743;37;743
avere una paura;spaurire;paura;;;avere;;;;37;0;37;17
avere una paura;spaurire;paura;;;avere;;;;37;0;37;17
fare paura;impaurire;paura;;y;fare;p;;0.3838247060775757;553;743;560;743
fare paura;spaurire;paura;;y;fare;p;;;553;0;560;17
fare paura;spaurire;paura;;;fare;;;;553;0;560;17
mettere paura;impaurire;paura;;y;mettere;p;;0.5316659212112427;59;743;60;743
mettere paura;spaurire;paura;;y;mettere;p;;;59;0;60;17
mettere paura;spaurire;paura;;;mettere;;;;59;0;60;17
fare il pelo;spelare;pelo;;;fare;;;;0;0;5;16
fare il pelo;pelare;pelo;;;fare;;;;0;212;5;212
fare il pelo;spelare;pelo;;;fare;;;;0;0;5;16
fare il pelo;spelare;pelo;;;fare;;;;0;0;5;16
avere la pena;penare;pena;;;avere;;;;0;165;0;165
dare la pena;penare;pena;;;dare;;;;0;165;0;165
essere in pena;penare;pena;;y;essere;c;;;0;165;11;165
essere in pensiero;impensierire;pensiero;;;essere;;;;0;270;18;270
fare un pensiero;impensierire;pensiero;;;fare;;;;0;270;10;270
andare in pensione;pensionare;pensione;;;andare;;;0.6001642942428589;548;171;549;171
essere in pensione;pensionare;pensione;;;essere;;;0.44998469948768616;57;171;59;171
mandare in pensione;pensionare;pensione;;y;mandare;c;;0.5922890305519104;81;171;82;171
mettere in pensione;pensionare;pensione;;y;mettere;c;;;0;171;14;171
mettere in pericolo;pericolare;pericolo;;;mettere;;;0.2639475464820862;714;36;715;36
mettere in pericolo;spericolare;pericolo;;;mettere;;;;714;0;715;0
avere il peso;pesare;peso;;y;avere;c;;0.5046064257621765;37;5238;39;5238
avere il peso;spesare;peso;;;avere;;;0.3870008587837219;37;38;39;38
avere peso;pesare;peso;;;avere;;;0.4899435043334961;142;5238;142;5238
avere peso;spesare;peso;;;avere;;;0.28237634897232056;142;38;142;38
dare il peso;pesare;peso;;y;dare;c;;0.5687801241874695;42;5238;43;5238
dare un peso;pesare;peso;;y;dare;c;;0.37074583768844604;21;5238;21;5238
andare a pezzo;appezzare;pezzo;;;andare;;;;0;0;13;12
andare a pezzo;spezzare;pezzo;;;andare;;;;0;4494;13;4494
andare in pezzo;appezzare;pezzo;;;andare;;;;70;0;70;12
andare in pezzo;spezzare;pezzo;;;andare;;;0.528641939163208;70;4494;70;4494
essere a pezzo;appezzare;pezzo;;;essere;;;;38;0;38;12
essere a pezzo;spezzare;pezzo;;;essere;;;0.31871798634529114;38;4494;38;4494
essere in pezzo;appezzare;pezzo;;;essere;;;;0;0;0;12
essere in pezzo;spezzare;pezzo;;;essere;;;;0;4494;0;4494
fare a pezzo;appezzare;pezzo;;;fare;;;;509;0;510;12
fare a pezzo;spezzare;pezzo;;y;fare;p;;0.4829463064670563;509;4494;510;4494
mandare in pezzo;appezzare;pezzo;;;mandare;;;;22;0;22;12
mandare in pezzo;spezzare;pezzo;;y;mandare;p;;0.5227578282356262;22;4494;22;4494
fare il piano;pianificare;piano;;y;fare;s;;;0;3159;15;3159
fare piazza;piazzare;piazza;;;fare;;;0.23669055104255676;118;5020;121;5020
fare piazza;spiazzare;piazza;;;fare;;;0.26506268978118896;118;723;121;723
fare piazza;spiazzare;piazza;;;fare;;;0.26506268978118896;118;723;121;723
andare a piede;appiedare;piede;;;andare;;;0.24357783794403076;105;252;106;252
essere a piede;appiedare;piede;;;essere;;;0.41508948802948;53;252;54;252
mettere in piede;appiedare;piede;;;mettere;;;0.16402074694633484;735;252;735;252
mettere piede;appiedare;piede;;;mettere;;;0.1837269812822342;435;252;435;252
prendere piede;appiedare;piede;;;prendere;;;0.007097285240888596;806;252;808;252
essere poeta;poetare;poeta;;;essere;;;0.5648798942565918;103;70;104;70
fare il poeta;poetare;poeta;;y;fare;c;;;0;70;9;70
prendere polvere;impolverare;polvere;;y;prendere;p;;0.5342552661895752;22;82;22;82
prendere polvere;spolverare;polvere;;;prendere;;;0.5690739750862122;22;189;22;189
prendere polvere;spolverare;polvere;;;prendere;;;0.5690739750862122;22;189;22;189
prendere polvere;polverizzare;polvere;;;prendere;;;0.3991776704788208;22;385;22;385
avere la posizione;posizionare;posizione;;;avere;;;;0;8424;0;8424
mettere in posizione;posizionare;posizione;;y;mettere;c;;0.49514052271842957;74;8424;74;8424
prendere posizione;posizionare;posizione;;;prendere;;;0.2562176287174225;796;8424;806;8424
avere posto;postare;posto;;;avere;;;0.2076830416917801;230;2931;233;2931
avere posto;impostare;posto;;;avere;;;0.2763136625289917;230;4191;233;4191
avere posto;posteggiare;posto;;;avere;;;0.17808173596858978;230;99;233;99
dare posto;postare;posto;;;dare;;;0.07230894267559052;24;2931;25;2931
dare posto;impostare;posto;;;dare;;;0.33452171087265015;24;4191;25;4191
dare posto;posteggiare;posto;;;dare;;;0.4187154471874237;24;99;25;99
fare posto;postare;posto;;;fare;;;0.09215128421783447;894;2931;894;2931
fare posto;impostare;posto;;;fare;;;0.24614331126213074;894;4191;894;4191
fare posto;posteggiare;posto;;;fare;;;0.32464438676834106;894;99;894;99
mettere a posto;postare;posto;;;mettere;;;0.19774916768074036;168;2931;168;2931
mettere a posto;impostare;posto;;;mettere;;;0.25883549451828003;168;4191;168;4191
mettere a posto;posteggiare;posto;;;mettere;;;0.41934090852737427;168;99;168;99
prendere il posto;postare;posto;;;prendere;;;0.10676445066928864;2256;2931;2256;2931
prendere il posto;impostare;posto;;;prendere;;;0.20268285274505615;2256;4191;2256;4191
prendere il posto;posteggiare;posto;;;prendere;;;0.17382073402404785;2256;99;2256;99
prendere posto;postare;posto;;;prendere;;;0.19206459820270538;345;2931;345;2931
prendere posto;impostare;posto;;;prendere;;;0.3149707317352295;345;4191;345;4191
prendere posto;posteggiare;posto;;;prendere;;;0.4159753918647766;345;99;345;99
andare a pranzo;pranzare;pranzo;;y;andare;c;;0.6545596718788147;51;347;52;347
essere a pranzo;pranzare;pranzo;;y;essere;c;;0.6465820670127869;20;347;20;347
fare pratica;praticare;pratica;;y;fare;c;;0.4178733825683594;157;8552;158;8552
fare pratica;impratichire;pratica;;;fare;;;0.6224081516265869;157;51;158;51
fare una pratica;praticare;pratica;;;fare;;;;0;8552;5;8552
fare una pratica;impratichire;pratica;;;fare;;;;0;51;5;51
mettere in pratica;praticare;pratica;;y;mettere;c;;0.42858871817588806;878;8552;878;8552
mettere in pratica;impratichire;pratica;;;mettere;;;0.46054625511169434;878;51;878;51
andare in premio;premiare;premio;;;andare;;;;0;6571;9;6571
avere in premio;premiare;premio;;;avere;;;0.3332854211330414;23;6571;23;6571
dare in premio;premiare;premio;;;dare;;;;0;6571;16;6571
dare un premio;premiare;premio;;y;dare;c;;0.46996018290519714;29;6571;29;6571
fare una presenza;presenziare;presenza;;;fare;;;;0;1126;9;1126
essere prete;pretare;prete;;;essere;;;;64;0;65;14
essere prete;spretare;prete;;;essere;;;;64;0;65;0
fare il prete;pretare;prete;;;fare;;;;0;0;17;14
fare il prete;spretare;prete;;;fare;;;;0;0;17;0
fare il prezzo;prezzare;prezzo;;;fare;;;;0;0;16;7
fare il prezzo;sprezzare;prezzo;;;fare;;;;0;51;16;51
mettere un prezzo;prezzare;prezzo;;y;mettere;c;;;0;0;5;7
mettere un prezzo;sprezzare;prezzo;;;mettere;;;;0;51;5;51
andare in prigione;imprigionare;prigione;;;andare;;;0.4893532693386078;69;4783;70;4783
andare in prigione;sprigionare;prigione;;;andare;;;0.22039228677749634;69;759;70;759
essere in prigione;imprigionare;prigione;;;essere;;;0.5038801431655884;149;4783;150;4783
essere in prigione;sprigionare;prigione;;;essere;;;0.10012702643871307;149;759;150;759
mandare in prigione;imprigionare;prigione;;y;mandare;p;;0.59040367603302;32;4783;32;4783
mandare in prigione;sprigionare;prigione;;;mandare;;;0.17229686677455902;32;759;32;759
mettere in prigione;imprigionare;prigione;;y;mettere;p;;0.6682131886482239;115;4783;115;4783
mettere in prigione;sprigionare;prigione;;;mettere;;;0.14841601252555847;115;759;115;759
fare il principe;principare;principe;;;fare;;;;0;0;12;5
andare a processo;processare;processo;;;andare;;;;0;2401;9;2401
essere sotto processo;processare;processo;;;essere;;;0.5456265211105347;46;2401;46;2401
fare il processo;processare;processo;;y;fare;c;;0.39921319484710693;51;2401;54;2401
fare un processo;processare;processo;;;fare;;;0.36943936347961426;33;2401;35;2401
mettere sotto processo;processare;processo;;y;mettere;c;;0.5899393558502197;53;2401;53;2401
avere il profumo;profumare;profumo;;y;avere;c;;;0;468;6;468
avere in progetto;progettare;progetto;;y;avere;c;;0.43352752923965454;106;18760;107;18760
essere in progetto;progettare;progetto;;;essere;;;0.37987565994262695;272;18760;273;18760
fare il progetto;progettare;progetto;;y;fare;c;;0.4164668023586273;28;18760;30;18760
avere in programma;programmare;programma;;y;avere;c;;0.5133357644081116;301;3119;301;3119
essere in programma;programmare;programma;;;essere;;;0.5521807670593262;517;3119;517;3119
fare il programma;programmare;programma;;y;fare;c;;0.4196862578392029;45;3119;47;3119
mettere in programma;programmare;programma;;;mettere;;;0.5345184803009033;24;3119;24;3119
avere il proposito;spropositare;proposito;;;avere;;;;0;215;12;215
avere in pugno;impugnare;pugno;;;avere;;;0.4218178987503052;45;1650;45;1650
fare a pugno;impugnare;pugno;;;fare;;;0.3059820234775543;71;1650;72;1650
prendere a pugno;impugnare;pugno;;;prendere;;;0.33841073513031006;129;1650;130;1650
prendere in pugno;impugnare;pugno;;;prendere;;;;0;1650;8;1650
fare il punto;puntare;punto;;;fare;;;0.31968462467193604;382;13509;383;13509
fare il punto;appuntare;punto;;;fare;;;0.247528538107872;382;389;383;389
fare il punto;punteggiare;punto;;;fare;;;0.09926462173461914;382;546;383;546
fare punto;puntare;punto;;;fare;;;0.34749835729599;45;13509;51;13509
fare punto;appuntare;punto;;;fare;;;0.1825849413871765;45;389;51;389
fare punto;punteggiare;punto;;;fare;;;0.11555168777704239;45;546;51;546
mettere a punto;puntare;punto;;;mettere;;;0.26425057649612427;1945;13509;1945;13509
mettere a punto;appuntare;punto;;;mettere;;;0.1655842363834381;1945;389;1945;389
mettere a punto;punteggiare;punto;;;mettere;;;0.022971395403146744;1945;546;1945;546
essere in questione;questionare;questione;;;essere;;;0.6659634113311768;26;27;27;27
mettere in questione;questionare;questione;;y;mettere;c;;0.6598501205444336;76;27;76;27
prendere in questione;questionare;questione;;;prendere;;;;0;27;6;27
andare in radio;radiare;radio;;;andare;;;;0;1233;8;1233
andare in radio;radiare;radio;;;andare;;;;0;1233;8;1233
andare in radio;irradiare;radio;;;andare;;;;0;821;8;821
andare in radio;irradiare;radio;;;andare;;;;0;821;8;821
mandare in radio;radiare;radio;;;mandare;;;;0;1233;0;1233
mandare in radio;radiare;radio;;;mandare;;;;0;1233;0;1233
mandare in radio;irradiare;radio;;;mandare;;;;0;821;0;821
mandare in radio;irradiare;radio;;;mandare;;;;0;821;0;821
avere ragione;ragionare;ragione;;;avere;;;0.44440263509750366;3347;2364;3351;2364
avere ragione;sragionare;ragione;;;avere;;;0.34990590810775757;3347;27;3351;27
dare ragione;ragionare;ragione;;;dare;;;0.34899845719337463;849;2364;854;2364
dare ragione;sragionare;ragione;;;dare;;;0.25999152660369873;849;27;854;27
dare una regola;sregolare;regola;;;dare;;;;20;0;21;0
dare una regola;regolare;regola;;y;dare;c;;0.37009793519973755;20;17093;21;17093
mettere in regola;sregolare;regola;;;mettere;;;;32;0;32;0
mettere in regola;regolare;regola;;y;mettere;c;;0.30474627017974854;32;17093;32;17093
essere in relazione;relazionare;relazione;;;essere;;;0.43921563029289246;362;1938;362;1938
fare una relazione;relazionare;relazione;;y;fare;c;;0.38410693407058716;23;1938;23;1938
mettere in relazione;relazionare;relazione;;y;mettere;c;;0.5157067775726318;904;1938;904;1938
avere il rischio;rischiare;rischio;;y;avere;c;;;0;11122;7;11122
avere il rischio;arrischiare;rischio;;;avere;;;;0;77;7;77
essere a rischio;rischiare;rischio;;;essere;;;0.491474449634552;418;11122;423;11122
essere a rischio;arrischiare;rischio;;;essere;;;0.341178834438324;418;77;423;77
mettere a rischio;rischiare;rischio;;y;mettere;c;;0.6021704077720642;623;11122;624;11122
mettere a rischio;arrischiare;rischio;;;mettere;;;0.3375071883201599;623;77;624;77
avere rispetto;rispettare;rispetto;;y;avere;c;;0.44047990441322327;249;11156;277;11156
fare rispetto;rispettare;rispetto;;;fare;;;0.3593423366546631;31;11156;33;11156
fare una rivoluzione;rivoluzionare;rivoluzione;;y;fare;c;;0.24331779778003693;36;1373;36;1373
fare il rumore;rumoreggiare;rumore;;y;fare;s;;;0;132;5;132
fare rumore;rumoreggiare;rumore;;y;fare;s;;0.4307597577571869;170;132;174;132
andare di scena;inscenare;scena;;;andare;;;;0;722;11;722
andare di scena;sceneggiare;scena;;;andare;;;;0;897;11;897
andare in scena;inscenare;scena;;;andare;;;0.4581432044506073;872;722;872;722
andare in scena;sceneggiare;scena;;;andare;;;0.3262042999267578;872;897;872;897
essere in scena;inscenare;scena;;;essere;;;0.4121619462966919;89;722;89;722
essere in scena;sceneggiare;scena;;;essere;;;0.3720388114452362;89;897;89;897
fare scena;inscenare;scena;;;fare;;;0.4192906618118286;43;722;43;722
fare scena;sceneggiare;scena;;;fare;;;0.3066965341567993;43;897;43;897
fare una scena;inscenare;scena;;;fare;;;;0;722;7;722
fare una scena;sceneggiare;scena;;;fare;;;;0;897;7;897
mandare in scena;inscenare;scena;;y;mandare;p;;;0;722;13;722
mandare in scena;sceneggiare;scena;;y;mandare;s;;;0;897;13;897
mettere in scena;inscenare;scena;;y;mettere;p;;0.6030254364013672;2228;722;2230;722
mettere in scena;sceneggiare;scena;;y;mettere;s;;0.4863418638706207;2228;897;2230;897
dare la schiena;schienare;schiena;;;dare;;;;0;59;0;59
essere un schifo;schifare;schifo;;;essere;;;;0;264;0;264
fare schifo;schifare;schifo;;;fare;;;0.5756016969680786;735;264;738;264
andare a segno;segnare;segno;;y;andare;c;;0.4319436550140381;458;28833;458;28833
andare a segno;assegnare;segno;;;andare;;;0.1146075427532196;458;22685;458;22685
andare a segno;insegnare;segno;;;andare;;;0.07802313566207886;458;15760;458;15760
andare a segno;significare;segno;;;andare;;;0.06118880584836006;458;28300;458;28300
essere segno;segnare;segno;;;essere;;;0.23817318677902222;404;28833;410;28833
essere segno;assegnare;segno;;;essere;;;0.0013541541993618011;404;22685;410;22685
essere segno;insegnare;segno;;;essere;;;0.09213566780090332;404;15760;410;15760
essere segno;significare;segno;;y;essere;s;;0.34117722511291504;404;28300;410;28300
fare un segno;segnare;segno;;y;fare;c;;;0;28833;17;28833
fare un segno;assegnare;segno;;;fare;;;;0;22685;17;22685
fare un segno;insegnare;segno;;;fare;;;;0;15760;17;15760
fare un segno;significare;segno;;;fare;;;;0;28300;17;28300
mandare a segno;segnare;segno;;y;mandare;c;;;0;28833;11;28833
mandare a segno;assegnare;segno;;;mandare;;;;0;22685;11;22685
mandare a segno;insegnare;segno;;;mandare;;;;0;15760;11;15760
mandare a segno;significare;segno;;;mandare;;;;0;28300;11;28300
mettere a segno;segnare;segno;;y;mettere;c;;0.6386268138885498;1711;28833;1711;28833
mettere a segno;assegnare;segno;;;mettere;;;0.1902768909931183;1711;22685;1711;22685
mettere a segno;insegnare;segno;;;mettere;;;0.0993204116821289;1711;15760;1711;15760
mettere a segno;significare;segno;;;mettere;;;0.09268537908792496;1711;28300;1711;28300
mettere un segno;segnare;segno;;;mettere;;;;0;28833;7;28833
mettere un segno;assegnare;segno;;;mettere;;;;0;22685;7;22685
mettere un segno;insegnare;segno;;;mettere;;;;0;15760;7;15760
mettere un segno;significare;segno;;;mettere;;;;0;28300;7;28300
fare da servo;servire;servo;;;fare;;;;0;40136;5;40136
fare da servo;asservire;servo;;;fare;;;;0;580;5;580
fare il servo;servire;servo;;;fare;;;;0;40136;5;40136
fare il servo;asservire;servo;;;fare;;;;0;580;5;580
essere signore;signoreggiare;signore;;y;essere;s;;0.6939350366592407;245;29;266;29
fare il signore;signoreggiare;signore;;;fare;;;0.48196256160736084;44;29;46;29
fare silenzio;silenziare;silenzio;;;fare;;;0.26510941982269287;51;120;53;120
mettere sotto silenzio;silenziare;silenzio;;y;mettere;c;;;0;120;5;120
avere in simpatia;simpatizzare;simpatia;;y;avere;s;;;0;413;18;413
avere la simpatia;simpatizzare;simpatia;;y;avere;s;;;0;413;0;413
avere simpatia;simpatizzare;simpatia;;y;avere;s;;0.7251449823379517;71;413;72;413
prendere in simpatia;simpatizzare;simpatia;;;prendere;;;0.4263259172439575;64;413;65;413
essere sindaco;sindacare;sindaco;;;essere;;;0.2804095447063446;436;168;439;168
fare il sindaco;sindacare;sindaco;;;fare;;;0.5148531198501587;36;168;37;168
fare sistema;sistemare;sistema;;;fare;;;0.2555772662162781;42;5532;43;5532
mettere a sistema;sistemare;sistema;;;mettere;;;;0;5532;15;5532
fare il soldo;assoldare;soldo;;;fare;;;0.303916871547699;82;926;83;926
prendere il sole;soleggiare;sole;;;prendere;;;0.43634724617004395;139;249;139;249
fare il sogno;sognare;sogno;;y;fare;c;;;0;5368;9;5368
fare un sogno;sognare;sogno;;y;fare;c;;0.5349048376083374;101;5368;103;5368
avere il sogno;sognare;sogno;;y;avere;c;;;0;5368;15;5368
avere un sogno;sognare;sogno;;y;avere;c;;0.6583412885665894;178;5368;179;5368
avere un sonno;assonnare;sonno;;;avere;;;;0;45;12;45
prendere sonno;assonnare;sonno;;;prendere;;;0.5543756484985352;72;45;72;45
avere in sorte;sortire;sorte;;;avere;;;0.29095494747161865;31;818;31;818
avere in sorte;assortire;sorte;;;avere;;;0.21777594089508057;31;153;31;153
avere in sorte;assortire;sorte;;;avere;;;0.21777594089508057;31;153;31;153
avere in sorte;sorteggiare;sorte;;;avere;;;0.31003403663635254;31;296;31;296
dare sostanza;sostanziare;sostanza;;y;dare;c;;0.5272303819656372;40;221;40;221
dare la spalla;spalleggiare;spalla;;y;dare;s;;;0;373;0;373
fare da spalla;spalleggiare;spalla;;y;fare;s;;0.29188722372055054;136;373;145;373
fare la spalla;spalleggiare;spalla;;y;fare;s;;;0;373;0;373
avere spazio;spaziare;spazio;;;avere;;;0.31241685152053833;173;3042;173;3042
dare spazio;spaziare;spazio;;;dare;;;0.3017271161079407;839;3042;840;3042
fare spazio;spaziare;spazio;;;fare;;;0.13247299194335938;554;3042;556;3042
fare da specchio;specchiare;specchio;;;fare;;;;0;0;14;0
fare spesa;spesare;spesa;;;fare;;;0.45988911390304565;34;38;36;38
fare una spesa;spesare;spesa;;;fare;;;;0;38;7;38
andare sposa;sposare;sposa;;y;andare;c;;0.6316767930984497;28;35672;28;35672
dare una stella;stellare;stella;;;dare;;;;0;4914;5;4914
dare una stella;stellare;stella;;;dare;;;;0;4914;5;4914
mettere in tasca;intascare;tasca;;y;mettere;p;;0.5189725160598755;70;365;70;365
mettere una tassa;tassare;tassa;;y;mettere;c;;;0;562;7;562
essere a tavola;tavolare;tavola;;;essere;;;0.1338931918144226;25;25;25;25
essere a tavola;intavolare;tavola;;;essere;;;0.3991805911064148;25;256;25;256
avere tempo;temporeggiare;tempo;;;avere;;;0.3503226637840271;823;130;825;130
dare tempo;temporeggiare;tempo;;;dare;;;0.4455559551715851;140;130;141;130
essere in tempo;temporeggiare;tempo;;;essere;;;0.15309959650039673;244;130;278;130
prendere tempo;temporeggiare;tempo;;y;prendere;s;;0.6664978265762329;255;130;255;130
andare a termine;terminare;termine;;;andare;;;;0;28299;11;28299
andare a termine;sterminare;termine;;;andare;;;;0;1689;11;1689
andare a termine;sterminare;termine;;;andare;;;;0;1689;11;1689
avere termine;terminare;termine;;y;avere;c;;0.6695994734764099;739;28299;739;28299
avere termine;sterminare;termine;;;avere;;;0.21008077263832092;739;1689;739;1689
avere termine;sterminare;termine;;;avere;;;0.21008077263832092;739;1689;739;1689
mettere un termine;terminare;termine;;y;mettere;c;;;0;28299;5;28299
mettere un termine;sterminare;termine;;;mettere;;;;0;1689;5;1689
mettere un termine;sterminare;termine;;;mettere;;;;0;1689;5;1689
andare in testa;intestare;testa;;;andare;;;0.0804862231016159;78;646;78;646
avere in testa;intestare;testa;;;avere;;;0.234913170337677;143;646;143;646
essere in testa;intestare;testa;;;essere;;;0.18367333710193634;424;646;427;646
mettere in testa;intestare;testa;;;mettere;;;0.19335949420928955;195;646;195;646
avere titolo;titolare;titolo;;y;avere;c;;0.21005956828594208;201;12803;201;12803
avere titolo;intitolare;titolo;;;avere;;;0.1931004822254181;201;22210;201;22210
dare il titolo;titolare;titolo;;y;dare;c;;0.13589629530906677;620;12803;620;12803
dare il titolo;intitolare;titolo;;y;dare;p;;0.5921675562858582;620;22210;620;22210
mettere il titolo;titolare;titolo;;y;mettere;c;;;0;12803;5;12803
mettere il titolo;intitolare;titolo;;y;mettere;p;;;0;22210;5;22210
prendere il titolo;titolare;titolo;;;prendere;;;0.20783832669258118;290;12803;290;12803
prendere il titolo;intitolare;titolo;;y;prendere;p;;0.49198228120803833;290;22210;290;22210
avere il tono;intonare;tono;;;avere;;;;0;1202;19;1202
avere il tono;stonare;tono;;;avere;;;;0;440;19;440
avere il tono;tonificare;tono;;;avere;;;;0;76;19;76
dare il tono;intonare;tono;;;dare;;;;0;1202;13;1202
dare il tono;stonare;tono;;;dare;;;;0;440;13;440
dare il tono;tonificare;tono;;;dare;;;;0;76;13;76
fare da torre;torreggiare;torre;;;fare;;;;0;56;6;56
dare in uso;usare;uso;;;dare;;;0.22279438376426697;32;116684;32;116684
dare in uso;adusare;uso;;;dare;;;;32;0;32;5
essere in uso;usare;uso;;;essere;;;0.5597482323646545;707;116684;712;116684
essere in uso;adusare;uso;;;essere;;;;707;0;712;5
fare un uso;usare;uso;;;fare;;;0.42242610454559326;315;116684;322;116684
fare un uso;adusare;uso;;;fare;;;;315;0;322;5
fare uso;usare;uso;;y;fare;c;;0.611868679523468;2914;116684;2916;116684
fare uso;adusare;uso;;;fare;;;;2914;0;2916;5
mettere in uso;usare;uso;;y;mettere;c;;;0;116684;8;116684
mettere in uso;adusare;uso;;;mettere;;;;0;0;8;5
venire in uso;usare;uso;;;venire;;;;0;116684;14;116684
venire in uso;adusare;uso;;;venire;;;;0;0;14;5
mettere in valigia;svaligiare;valigia;;;mettere;;;0.4516085088253021;28;107;28;107
dare valore;avvalorare;valore;;y;dare;p;;0.2553999423980713;129;815;129;815
dare valore;valorizzare;valore;;y;dare;s;;0.35367894172668457;129;2846;129;2846
mettere a valore;avvalorare;valore;;;mettere;;;;0;815;8;815
mettere a valore;valorizzare;valore;;;mettere;;;;0;2846;8;2846
mettere in valore;avvalorare;valore;;;mettere;;;;0;815;9;815
mettere in valore;valorizzare;valore;;;mettere;;;;0;2846;9;2846
essere una vergogna;vergognarsi;vergogna;;;essere;;;0.5394133925437927;237;1470;237;1470
essere una vergogna;svergognare;vergogna;;;essere;;;0.4972209930419922;237;47;237;47
essere una vergogna;vergognare;vergogna;;;essere;;;;237;0;237;5
dare il via;avviare;via;;y;dare;p;;0.567168116569519;2113;13715;2117;13715
dare il via;inviare;via;;;dare;;;0.3099188208580017;2113;30792;2117;30792
prendere il via;avviare;via;;;prendere;;;0.45517921447753906;1347;13715;1350;13715
prendere il via;inviare;via;;;prendere;;;0.20839205384254456;1347;30792;1350;30792
prendere la via;avviare;via;;;prendere;;;;0;13715;0;13715
prendere la via;inviare;via;;;prendere;;;;0;30792;0;30792
essere in viaggio;viaggiare;viaggio;;;essere;;;0.5742902755737305;337;10102;342;10102
mettere in viaggio;viaggiare;viaggio;;;mettere;;;0.48181819915771484;211;10102;211;10102
fare il viaggio;viaggiare;viaggio;;y;fare;c;;0.5275223255157471;58;10102;61;10102
fare un viaggio;viaggiare;viaggio;;y;fare;c;;0.6900957226753235;278;10102;278;10102
avere in vista;avvistare;vista;;;avere;;;;0;1667;10;1667
essere in vista;avvistare;vista;;;essere;;;0.3603425621986389;53;1667;56;1667
mettere in vista;avvistare;vista;;;mettere;;;;0;1667;15;1667
essere vittima;vittimizzare;vittima;;;essere;;;;2079;0;2099;0
fare la vittima;vittimizzare;vittima;;;fare;;;;0;0;0;0
avere voce;vociare;voce;;;avere;;;0.305372416973114;199;123;200;123
dare voce;vociare;voce;;;dare;;;0.28173989057540894;695;123;701;123
avere voglia;invogliare;voglia;;;avere;;;0.43649348616600037;1590;399;1594;399
dare il voto;votare;voto;;y;dare;c;;0.46032971143722534;41;25675;41;25675
