verbo;tipo;processo_formativo_process;processo_formativo_schema;processo_formativo_pattern;processo_formativo_pattern_semispec;processo_formativo_vsupp;cluster;sinonimia;x;y
andare in fumo;analitico;;;VPrepN;V in N;andare;unknown;ha_sinonimi;12.819293;12.3249
mandare in fumo;analitico;;;VPrepN;V in N;mandare;unknown;no_sinonimi;12.864851;12.279432
essere in funzione;analitico;;;VPrepN;V in N;essere;unknown;ha_sinonimi;13.694256;9.873382
mettere in funzione;analitico;;;VPrepN;V in N;mettere;unknown;no_sinonimi;13.882189;9.873071
andare a fuoco;analitico;;;VPrepN;V a N;andare;unknown;no_sinonimi;15.874465;12.075343
dare fuoco;analitico;;;VN;VN;dare;unknown;ha_sinonimi;15.794269;12.055777
fare fuoco;analitico;;;VN;VN;fare;unknown;no_sinonimi;15.56744;10.997422
mettere a fuoco;analitico;;;VPrepN;V a N;mettere;unknown;ha_sinonimi;14.601765;11.616743
prendere fuoco;analitico;;;VN;-;prendere;unknown;no_sinonimi;16.106066;11.860404
essere in gamba;analitico;;;VPrepN;V in N;essere;unknown;no_sinonimi;15.00366;13.326034
essere in gara;analitico;;;VPrepN;V in N;essere;unknown;ha_sinonimi;14.908763;11.860687
fare a gara;analitico;;;VPrepN;V a N;fare;unknown;ha_sinonimi;14.283775;13.745886
fare una gara;analitico;;;VDetN;V det_indef N;fare;unknown;ha_sinonimi;15.268207;11.931548
fare il gesto;analitico;;;VDetN;V det_def N;fare;unknown;no_sinonimi;16.243967;12.493446
essere in ginocchio;analitico;;;VPrepN;V in N;essere;unknown;no_sinonimi;16.329412;12.522046
mettere in ginocchio;analitico;;;VPrepN;V in N;mettere;unknown;ha_sinonimi;14.027395;10.806686
fare il gioco;analitico;;;VDetN;V det_def N;fare;unknown;ha_sinonimi;14.285178;13.21942
mettere in gioco;analitico;;;VPrepN;V in N;mettere;unknown;no_sinonimi;14.283857;12.268092
andare in giro;analitico;;;VPrepN;V in N;andare;unknown;ha_sinonimi;16.203775;14.203599
fare il giro;analitico;;;VDetN;V det_def N;fare;unknown;ha_sinonimi;16.274664;14.436213
fare un giro;analitico;;;VDetN;V det_indef N;fare;unknown;ha_sinonimi;16.06883;14.563434
mettere in giro;analitico;;;VPrepN;V in N;mettere;unknown;no_sinonimi;14.095111;13.962814
prendere in giro;analitico;;;VPrepN;V in N;prendere;unknown;no_sinonimi;14.764496;14.189354
fare giustizia;analitico;;;VN;VN;fare;unknown;no_sinonimi;13.8742;13.859656
dare gloria;analitico;;;VN;VN;dare;unknown;ha_sinonimi;13.834781;13.776263
fare gola;analitico;;;VN;VN;fare;unknown;no_sinonimi;13.279998;13.017925
mettere in grado;analitico;;;VPrepN;V in N;mettere;unknown;no_sinonimi;14.423727;11.380623
fare gruppo;analitico;;;VN;VN;fare;unknown;ha_sinonimi;15.759539;12.299764
mettere in guaio;analitico;;;VPrepN;V in N;mettere;unknown;ha_sinonimi;14.181301;14.467064
andare in guerra;analitico;;;VPrepN;V in N;andare;unknown;no_sinonimi;13.566066;13.762484
fare una guerra;analitico;;;VDetN;V det_indef N;fare;unknown;ha_sinonimi;13.678214;13.634275
mandare in guerra;analitico;;;VPrepN;V in N;mandare;unknown;no_sinonimi;13.583315;13.923987
avere idea;analitico;;;VN;VN;avere;unknown;ha_sinonimi;14.753659;12.995654
avere una idea;analitico;;;VDetN;V det_indef N;avere;unknown;ha_sinonimi;14.6375;12.690429
dare una impressione;analitico;;;VDetN;V det_indef N;dare;unknown;no_sinonimi;16.711779;11.60203
fare impressione;analitico;;;VN;VN;fare;unknown;ha_sinonimi;15.335381;13.282573
avere inizio;analitico;;;VN;VN;avere;unknown;ha_sinonimi;12.339628;10.521588
dare inizio;analitico;;;VN;VN;dare;unknown;ha_sinonimi;12.4066;10.556581
essere di interesse;analitico;;;VPrepN;V di N;essere;unknown;ha_sinonimi;14.332781;11.74258
dare lavoro;analitico;;;VN;VN;dare;unknown;no_sinonimi;13.14434;13.039436
mettere a lavoro;analitico;;;VPrepN;V a N;mettere;unknown;no_sinonimi;14.90887;15.051609
mettere a letto;analitico;;;VPrepN;V a N;mettere;unknown;ha_sinonimi;15.114827;14.580248
avere il limite;analitico;;;VDetN;V det_def N;avere;unknown;no_sinonimi;15.822548;10.720118
avere un limite;analitico;;;VDetN;V det_indef N;avere;unknown;no_sinonimi;15.776678;10.722952
mettere in linea;analitico;;;VPrepN;V in N;mettere;unknown;ha_sinonimi;14.754369;9.569894
mettere in lista;analitico;;;VPrepN;V in N;mettere;unknown;ha_sinonimi;14.124464;13.245968
avere luogo;analitico;;;VN;VN;avere;unknown;no_sinonimi;12.336192;10.778326
dare luogo;analitico;;;VN;VN;dare;unknown;ha_sinonimi;12.594196;10.581686
essere maestro;analitico;;;VN;VN;essere;unknown;no_sinonimi;12.689534;11.742954
fare da maestro;analitico;;;VPrepN;V da N;fare;unknown;no_sinonimi;13.5252285;14.293692
fare il maestro;analitico;;;VDetN;V det_def N;fare;unknown;no_sinonimi;13.980889;14.243758
andare a male;analitico;;;VPrepN;V a N;andare;unknown;no_sinonimi;17.647379;12.38184
essere mamma;analitico;;;VN;VN;essere;unknown;no_sinonimi;14.88466;13.58017
avere in mano;analitico;;;VPrepN;V in N;avere;unknown;no_sinonimi;16.222202;12.453337
dare una mano;analitico;;;VDetN;V det_indef N;dare;unknown;no_sinonimi;14.562783;13.723761
mettere in mano;analitico;;;VPrepN;V in N;mettere;unknown;no_sinonimi;15.345976;13.430205
mettere mano;analitico;;;VN;VN;mettere;unknown;no_sinonimi;12.96062;11.80966
prendere in mano;analitico;;;VPrepN;V in N;prendere;unknown;no_sinonimi;15.232964;13.483508
essere marito;analitico;;;VN;VN;essere;unknown;no_sinonimi;12.151264;14.499103
avere massa;analitico;;;VN;VN;avere;unknown;no_sinonimi;15.915583;10.56405
essere medico;analitico;;;VN;VN;essere;unknown;no_sinonimi;13.625581;14.625953
fare il medico;analitico;;;VDetN;V det_def N;fare;unknown;no_sinonimi;13.872982;14.407537
essere membro;analitico;;;VN;VN;essere;unknown;no_sinonimi;11.664219;12.494638
avere memoria;analitico;;;VN;VN;avere;unknown;no_sinonimi;14.326584;13.529699
essere ministro;analitico;;;VN;VN;essere;unknown;no_sinonimi;13.075336;13.331773
fare il ministro;analitico;;;VDetN;V det_def N;fare;unknown;no_sinonimi;13.879041;13.159065
essere modello;analitico;;;VN;VN;essere;unknown;no_sinonimi;13.652227;10.838824
fare da modello;analitico;;;VPrepN;V da N;fare;unknown;no_sinonimi;12.900952;11.346006
prendere a modello;analitico;;;VPrepN;V a N;prendere;unknown;no_sinonimi;13.167296;11.447292
fare in modo;analitico;;;VPrepN;V in N;fare;unknown;no_sinonimi;13.872201;14.778194
dare in moglie;analitico;;;VPrepN;V in N;dare;unknown;ha_sinonimi;12.2905445;14.445783
essere moglie;analitico;;;VN;VN;essere;unknown;no_sinonimi;12.096561;14.448266
prendere in moglie;analitico;;;VPrepN;V in N;prendere;unknown;no_sinonimi;12.215727;14.451048
prendere moglie;analitico;;;VN;-;prendere;unknown;no_sinonimi;12.38397;14.466762
andare a monte;analitico;;;VPrepN;V a N;andare;unknown;no_sinonimi;12.944903;12.378888
mandare a monte;analitico;;;VPrepN;V a N;mandare;unknown;no_sinonimi;12.635031;12.222779
mandare a morte;analitico;;;VPrepN;V a N;mandare;unknown;no_sinonimi;12.584572;15.057279
mettere a morte;analitico;;;VPrepN;V a N;mettere;unknown;no_sinonimi;12.577199;15.158008
essere motivo;analitico;;;VN;VN;essere;unknown;no_sinonimi;13.456857;11.166701
dare movimento;analitico;;;VN;VN;dare;unknown;ha_sinonimi;16.96666;11.364512
essere in movimento;analitico;;;VPrepN;V in N;essere;unknown;no_sinonimi;16.25871;11.173521
mettere in movimento;analitico;;;VPrepN;V in N;mettere;unknown;ha_sinonimi;15.662998;10.372593
mettere in musica;analitico;;;VPrepN;V in N;mettere;unknown;ha_sinonimi;11.899774;11.484145
avere natura;analitico;;;VN;VN;avere;unknown;no_sinonimi;14.344668;11.404485
dare noia;analitico;;;VN;VN;dare;unknown;ha_sinonimi;15.49436;13.353721
fare il nome;analitico;;;VDetN;V det_def N;fare;unknown;no_sinonimi;13.185985;14.725296
mettere il nome;analitico;;;VDetN;V det_def N;mettere;unknown;ha_sinonimi;15.0818205;13.072712
avere il numero;analitico;;;VDetN;V det_def N;avere;unknown;no_sinonimi;15.368549;10.748497
dare il numero;analitico;;;VDetN;V det_def N;dare;unknown;ha_sinonimi;15.061998;12.796665
fare numero;analitico;;;VN;VN;fare;unknown;no_sinonimi;15.181407;12.165719
essere occasione;analitico;;;VN;VN;essere;unknown;ha_sinonimi;12.011648;10.8652725
avere il occhio;analitico;;;VDetN;V det_def N;avere;unknown;no_sinonimi;17.137331;12.375718
dare un occhio;analitico;;;VDetN;V det_indef N;dare;unknown;no_sinonimi;15.192194;12.900595
mettere il occhio;analitico;;;VDetN;V det_def N;mettere;unknown;no_sinonimi;14.445599;14.490234
avere in odio;analitico;;;VPrepN;V in N;avere;unknown;ha_sinonimi;13.974324;13.714447
avere un odore;analitico;;;VDetN;V det_indef N;avere;unknown;ha_sinonimi;17.937458;11.820334
fare ombra;analitico;;;VN;VN;fare;unknown;ha_sinonimi;17.105255;12.157383
mettere in ombra;analitico;;;VPrepN;V in N;mettere;unknown;ha_sinonimi;13.996242;13.036863
andare in onda;analitico;;;VPrepN;V in N;andare;unknown;no_sinonimi;11.630046;10.88925
essere in onda;analitico;;;VPrepN;V in N;essere;unknown;no_sinonimi;11.619396;10.868406
mandare in onda;analitico;;;VPrepN;V in N;mandare;unknown;no_sinonimi;11.574165;10.789114
mettere in onda;analitico;;;VPrepN;V in N;mettere;unknown;no_sinonimi;11.548377;10.876309
avere il onore;analitico;;;VDetN;V det_def N;avere;unknown;no_sinonimi;12.395445;11.193748
dare onore;analitico;;;VN;VN;dare;unknown;ha_sinonimi;14.659523;12.660149
fare il onore;analitico;;;VDetN;V det_def N;fare;unknown;no_sinonimi;14.873745;15.085585
fare onore;analitico;;;VN;VN;fare;unknown;ha_sinonimi;14.580266;13.6767025
essere in opera;analitico;;;VPrepN;V in N;essere;unknown;no_sinonimi;12.739908;11.073731
essere opera;analitico;;;VN;VN;essere;unknown;no_sinonimi;12.623711;11.266707
mettere in opera;analitico;;;VPrepN;V in N;mettere;unknown;no_sinonimi;12.703303;11.124061
essere in ordine;analitico;;;VPrepN;V in N;essere;unknown;no_sinonimi;15.706574;10.7721815
mettere in ordine;analitico;;;VPrepN;V in N;mettere;unknown;ha_sinonimi;15.402745;10.926019
mettere ordine;analitico;;;VN;VN;mettere;unknown;ha_sinonimi;13.903478;12.572057
andare ospite;analitico;;;VN;VN;andare;unknown;no_sinonimi;14.447769;13.325131
avere ospite;analitico;;;VN;VN;avere;unknown;ha_sinonimi;14.803108;15.00464
essere ospite;analitico;;;VN;VN;essere;unknown;no_sinonimi;12.011881;11.121972
essere in pace;analitico;;;VPrepN;V in N;essere;unknown;no_sinonimi;13.6848955;13.8765135
fare pace;analitico;;;VN;VN;fare;unknown;no_sinonimi;13.060627;14.203677
mettere pace;analitico;;;VN;VN;mettere;unknown;ha_sinonimi;12.984893;14.21504
essere padrone;analitico;;;VN;VN;essere;unknown;no_sinonimi;12.715454;13.922733
fare da padrone;analitico;;;VPrepN;V da N;fare;unknown;no_sinonimi;16.126265;11.564334
essere parente;analitico;;;VN;VN;essere;unknown;no_sinonimi;11.974574;14.341961
avere da parte;analitico;;;VPrepN;V da N;avere;unknown;no_sinonimi;13.724078;12.938768
avere parte;analitico;;;VN;VN;avere;unknown;no_sinonimi;12.281287;11.295276
essere parte;analitico;;;VN;VN;essere;unknown;no_sinonimi;11.690647;12.270428
fare parte;analitico;;;VN;VN;fare;unknown;no_sinonimi;11.643857;12.429823
prendere parte;analitico;;;VN;-;prendere;unknown;ha_sinonimi;12.214766;11.083722
fare il passo;analitico;;;VDetN;V det_def N;fare;unknown;no_sinonimi;15.960731;13.140572
avere una paura;analitico;;;VDetN;V det_indef N;avere;unknown;no_sinonimi;16.076937;13.150567
fare paura;analitico;;;VN;VN;fare;unknown;ha_sinonimi;15.265686;13.333009
mettere paura;analitico;;;VN;VN;mettere;unknown;ha_sinonimi;15.534083;12.880982
andare in pensione;analitico;;;VPrepN;V in N;andare;unknown;no_sinonimi;14.173232;9.357018
essere in pensione;analitico;;;VPrepN;V in N;essere;unknown;no_sinonimi;13.907813;13.446114
mandare in pensione;analitico;;;VPrepN;V in N;mandare;unknown;ha_sinonimi;14.205218;9.396996
mettere in pericolo;analitico;;;VPrepN;V in N;mettere;unknown;no_sinonimi;13.791698;10.875483
avere il peso;analitico;;;VDetN;V det_def N;avere;unknown;ha_sinonimi;15.869878;10.729091
avere peso;analitico;;;VN;VN;avere;unknown;no_sinonimi;15.837419;10.652538
andare in pezzo;analitico;;;VPrepN;V in N;andare;unknown;no_sinonimi;15.855641;12.117616
essere a pezzo;analitico;;;VPrepN;V a N;essere;unknown;no_sinonimi;15.040629;13.514656
fare a pezzo;analitico;;;VPrepN;V a N;fare;unknown;ha_sinonimi;12.662326;13.139481
mandare in pezzo;analitico;;;VPrepN;V in N;mandare;unknown;ha_sinonimi;15.376522;11.839709
fare piazza;analitico;;;VN;VN;fare;unknown;no_sinonimi;14.108487;13.848697
andare a piede;analitico;;;VPrepN;V a N;andare;unknown;no_sinonimi;16.095951;14.246487
essere a piede;analitico;;;VPrepN;V a N;essere;unknown;no_sinonimi;16.20825;14.336123
mettere in piede;analitico;;;VPrepN;V in N;mettere;unknown;no_sinonimi;12.40155;11.726937
mettere piede;analitico;;;VN;VN;mettere;unknown;no_sinonimi;15.066878;9.233656
prendere piede;analitico;;;VN;-;prendere;unknown;no_sinonimi;13.010799;10.630505
essere poeta;analitico;;;VN;VN;essere;unknown;no_sinonimi;12.199248;11.719552
prendere polvere;analitico;;;VN;-;prendere;unknown;ha_sinonimi;17.53732;12.264696
mettere in posizione;analitico;;;VPrepN;V in N;mettere;unknown;ha_sinonimi;16.289564;11.451522
prendere posizione;analitico;;;VN;-;prendere;unknown;no_sinonimi;13.66606;12.6142845
avere posto;analitico;;;VN;VN;avere;unknown;no_sinonimi;13.441047;11.869078
dare posto;analitico;;;VN;VN;dare;unknown;no_sinonimi;16.412664;10.978932
fare posto;analitico;;;VN;VN;fare;unknown;no_sinonimi;14.922207;10.217043
mettere a posto;analitico;;;VPrepN;V a N;mettere;unknown;no_sinonimi;15.452811;13.369216
prendere il posto;analitico;;;VDetN;V det_def N;prendere;unknown;no_sinonimi;11.713129;12.330908
prendere posto;analitico;;;VN;-;prendere;unknown;no_sinonimi;15.18297;9.680317
andare a pranzo;analitico;;;VPrepN;V a N;andare;unknown;ha_sinonimi;14.9498;14.936595
essere a pranzo;analitico;;;VPrepN;V a N;essere;unknown;ha_sinonimi;15.071123;14.817907
fare pratica;analitico;;;VN;VN;fare;unknown;ha_sinonimi;12.843758;11.610513
mettere in pratica;analitico;;;VPrepN;V in N;mettere;unknown;ha_sinonimi;13.089602;11.576632
avere in premio;analitico;;;VPrepN;V in N;avere;unknown;no_sinonimi;15.02536;12.082734
dare un premio;analitico;;;VDetN;V det_indef N;dare;unknown;ha_sinonimi;14.285523;13.236682
essere prete;analitico;;;VN;VN;essere;unknown;no_sinonimi;12.449573;14.58139
andare in prigione;analitico;;;VPrepN;V in N;andare;unknown;no_sinonimi;13.253357;14.940387
essere in prigione;analitico;;;VPrepN;V in N;essere;unknown;no_sinonimi;13.114162;15.132035
mandare in prigione;analitico;;;VPrepN;V in N;mandare;unknown;ha_sinonimi;13.216794;14.961402
mettere in prigione;analitico;;;VPrepN;V in N;mettere;unknown;ha_sinonimi;12.889198;15.132501
essere sotto processo;analitico;;;VPrepN;V sotto N;essere;unknown;no_sinonimi;13.080991;15.106353
fare il processo;analitico;;;VDetN;V det_def N;fare;unknown;ha_sinonimi;14.100778;12.843681
fare un processo;analitico;;;VDetN;V det_indef N;fare;unknown;no_sinonimi;14.194858;12.554109
mettere sotto processo;analitico;;;VPrepN;V sotto N;mettere;unknown;ha_sinonimi;12.934256;15.03373
avere in progetto;analitico;;;VPrepN;V in N;avere;unknown;ha_sinonimi;12.054561;10.870504
essere in progetto;analitico;;;VPrepN;V in N;essere;unknown;no_sinonimi;11.98534;10.785581
fare il progetto;analitico;;;VDetN;V det_def N;fare;unknown;ha_sinonimi;13.686634;12.994486
avere in programma;analitico;;;VPrepN;V in N;avere;unknown;ha_sinonimi;11.953151;10.824996
essere in programma;analitico;;;VPrepN;V in N;essere;unknown;no_sinonimi;11.897788;10.828696
fare il programma;analitico;;;VDetN;V det_def N;fare;unknown;ha_sinonimi;14.705554;12.486463
mettere in programma;analitico;;;VPrepN;V in N;mettere;unknown;no_sinonimi;11.840059;10.904662
avere in pugno;analitico;;;VPrepN;V in N;avere;unknown;no_sinonimi;14.039677;13.700555
fare a pugno;analitico;;;VPrepN;V a N;fare;unknown;no_sinonimi;14.610787;14.68344
prendere a pugno;analitico;;;VPrepN;V a N;prendere;unknown;no_sinonimi;15.035747;14.536041
fare il punto;analitico;;;VDetN;V det_def N;fare;unknown;no_sinonimi;13.985805;12.79243
fare punto;analitico;;;VN;VN;fare;unknown;no_sinonimi;15.319262;11.955506
mettere a punto;analitico;;;VPrepN;V a N;mettere;unknown;no_sinonimi;12.763312;11.091858
essere in questione;analitico;;;VPrepN;V in N;essere;unknown;no_sinonimi;14.22532;12.060803
mettere in questione;analitico;;;VPrepN;V in N;mettere;unknown;ha_sinonimi;13.962814;12.118529
avere ragione;analitico;;;VN;VN;avere;unknown;no_sinonimi;14.264343;12.946939
dare ragione;analitico;;;VN;VN;dare;unknown;no_sinonimi;14.28623;13.1234255
dare una regola;analitico;;;VDetN;V det_def N;dare;unknown;ha_sinonimi;14.401882;11.875764
mettere in regola;analitico;;;VPrepN;V in N;mettere;unknown;ha_sinonimi;13.265747;12.905824
essere in relazione;analitico;;;VPrepN;V in N;essere;unknown;no_sinonimi;13.768328;11.889644
fare una relazione;analitico;;;VDetN;V det_def N;fare;unknown;ha_sinonimi;13.904671;12.68581
mettere in relazione;analitico;;;VPrepN;V in N;mettere;unknown;ha_sinonimi;13.784853;11.793297
essere a rischio;analitico;;;VPrepN;V a N;essere;unknown;no_sinonimi;13.812082;10.774734
mettere a rischio;analitico;;;VPrepN;V a N;mettere;unknown;ha_sinonimi;13.803416;10.760486
fare rispetto;analitico;;;VN;VN;fare;unknown;no_sinonimi;14.42975;11.910049
fare una rivoluzione;analitico;;;VDetN;V det_indef N;fare;unknown;ha_sinonimi;14.378832;12.409447
andare in scena;analitico;;;VPrepN;V in N;andare;unknown;no_sinonimi;11.778673;11.248174
essere in scena;analitico;;;VPrepN;V in N;essere;unknown;no_sinonimi;11.6864605;11.151283
fare scena;analitico;;;VN;VN;fare;unknown;no_sinonimi;15.699555;13.270912
mettere in scena;analitico;;;VPrepN;V in N;mettere;unknown;ha_sinonimi;11.7414875;11.3832445
fare schifo;analitico;;;VN;VN;fare;unknown;no_sinonimi;15.331023;13.403085
andare a segno;analitico;;;VPrepN;V a N;andare;unknown;ha_sinonimi;15.287461;11.527912
essere segno;analitico;;;VN;VN;essere;unknown;ha_sinonimi;13.550687;11.048393
mettere a segno;analitico;;;VPrepN;V a N;mettere;unknown;ha_sinonimi;15.101902;11.449459
essere signore;analitico;;;VN;VN;essere;unknown;ha_sinonimi;12.422311;14.086275
fare il signore;analitico;;;VDetN;V det_def N;fare;unknown;no_sinonimi;14.987695;13.730957
fare silenzio;analitico;;;VN;VN;fare;unknown;no_sinonimi;15.713963;13.399138
prendere in simpatia;analitico;;;VPrepN;V in N;prendere;unknown;no_sinonimi;14.292047;14.660501
essere sindaco;analitico;;;VN;VN;essere;unknown;no_sinonimi;13.033524;13.4833
fare il sindaco;analitico;;;VDetN;V det_def N;fare;unknown;no_sinonimi;13.915272;13.291604
fare sistema;analitico;;;VN;VN;fare;unknown;no_sinonimi;16.068542;11.953078
fare il soldo;analitico;;;VDetN;V det_def N;fare;unknown;no_sinonimi;14.47743;13.355741
prendere il sole;analitico;;;VDetN;V det_def N;prendere;unknown;no_sinonimi;16.17438;14.529955
prendere sonno;analitico;;;VN;-;prendere;unknown;no_sinonimi;15.885446;13.3645935
avere in sorte;analitico;;;VPrepN;V in N;avere;unknown;no_sinonimi;13.424418;14.043408
dare sostanza;analitico;;;VN;VN;dare;unknown;ha_sinonimi;14.337689;11.443774
fare da spalla;analitico;;;VPrepN;V da N;fare;unknown;ha_sinonimi;12.396861;11.771384
avere spazio;analitico;;;VN;VN;avere;unknown;no_sinonimi;14.847986;12.3134985
fare spazio;analitico;;;VN;VN;fare;unknown;no_sinonimi;14.98972;10.224081
andare sposa;analitico;;;VN;VN;andare;unknown;ha_sinonimi;12.199072;14.394025
mettere in tasca;analitico;;;VPrepN;V in N;mettere;unknown;ha_sinonimi;16.193512;12.602087
essere a tavola;analitico;;;VPrepN;V a N;essere;unknown;no_sinonimi;15.652099;13.784469
avere tempo;analitico;;;VN;VN;avere;unknown;no_sinonimi;15.384461;12.958101
dare tempo;analitico;;;VN;VN;dare;unknown;no_sinonimi;15.471918;12.902462
essere in tempo;analitico;;;VPrepN;V in N;essere;unknown;no_sinonimi;14.647092;12.373384
prendere tempo;analitico;;;VN;-;prendere;unknown;ha_sinonimi;13.512247;13.393001
andare in testa;analitico;;;VPrepN;V in N;andare;unknown;no_sinonimi;15.35582;11.630421
avere in testa;analitico;;;VPrepN;V in N;avere;unknown;no_sinonimi;15.663915;12.943538
essere in testa;analitico;;;VPrepN;V in N;essere;unknown;no_sinonimi;15.371237;11.705135
mettere in testa;analitico;;;VPrepN;V in N;mettere;unknown;no_sinonimi;15.229459;13.215925
dare il titolo;analitico;;;VDetN;V det_def N;dare;unknown;ha_sinonimi;11.650804;11.938011
prendere il titolo;analitico;;;VDetN;V det_def N;prendere;unknown;ha_sinonimi;11.596342;12.06323
dare in uso;analitico;;;VPrepN;V in N;dare;unknown;no_sinonimi;12.386639;13.43992
essere in uso;analitico;;;VPrepN;V in N;essere;unknown;no_sinonimi;13.544359;10.015654
fare un uso;analitico;;;VDetN;V det_indef N;fare;unknown;no_sinonimi;13.824479;10.254776
fare uso;analitico;;;VN;VN;fare;unknown;ha_sinonimi;13.885781;10.152568
mettere in valigia;analitico;;;VPrepN;V in N;mettere;unknown;no_sinonimi;17.160069;12.427627
essere una vergogna;analitico;;;VDetN;V det_indef N;essere;unknown;no_sinonimi;14.984135;13.5076885
dare il via;analitico;;;VDetN;V det_def N;dare;unknown;ha_sinonimi;12.389123;10.586489
prendere il via;analitico;;;VDetN;V det_def N;prendere;unknown;no_sinonimi;12.121239;10.652982
essere in viaggio;analitico;;;VPrepN;V in N;essere;unknown;no_sinonimi;15.465136;14.786877
mettere in viaggio;analitico;;;VPrepN;V in N;mettere;unknown;no_sinonimi;15.436881;14.72918
essere in vista;analitico;;;VPrepN;V in N;essere;unknown;no_sinonimi;14.035462;12.309592
essere vittima;analitico;;;VN;VN;essere;unknown;no_sinonimi;13.576906;10.912539
avere voce;analitico;;;VN;VN;avere;unknown;no_sinonimi;14.587458;12.901115
dare voce;analitico;;;VN;VN;dare;unknown;no_sinonimi;13.339608;11.483622
avere voglia;analitico;;;VN;VN;avere;unknown;no_sinonimi;15.2973175;13.215536
dare il voto;analitico;;;VDetN;V det_def N;dare;unknown;ha_sinonimi;14.034052;13.016669
venire a contatto;analitico;;;VPrepN;V a N;venire;unknown;ha_sinonimi;11.619013;13.992146
venire in contatto;analitico;;;VPrepN;V in N;venire;unknown;ha_sinonimi;11.59327;13.973147
venire a capo;analitico;;;VPrepN;V a N;venire;unknown;no_sinonimi;13.641523;12.831249
